bb_id,player_id,bat_speed,attack_angle,squared_up_pct,swing_length,pitch_speed,exit_velocity,launch_angle,is_barrel,is_hard_hit,is_sweet_spot,xwoba_est
17254,100091,74.0,11.7,18.7,7.53,93.3,86.2,13.9,0,0,1,0.35
17255,100091,69.7,4.1,19.7,6.52,99.4,83.3,-24.1,0,0,0,0.096
17256,100091,70.2,6.1,30.7,6.75,93.3,91.2,22.9,0,0,1,0.514
17257,100091,67.3,13.5,12.7,6.83,101.5,68.1,23.7,0,0,1,0.031
17258,100091,72.2,6.3,14.7,6.95,91.3,83.1,1.5,0,0,0,0.269
17259,100091,69.3,13.6,46.6,7.37,93.8,96.5,16.0,0,1,1,0.748
17260,100091,68.2,8.9,15.7,6.25,93.6,94.7,20.7,0,0,1,0.644
17261,100091,76.2,11.4,25.8,6.94,94.5,83.3,26.5,0,0,1,0.346
17262,100091,75.0,23.0,38.3,7.14,96.3,87.6,21.0,0,0,1,0.482
17263,100091,76.3,14.6,40.0,7.31,98.1,95.2,32.1,0,1,0,0.311
17264,100091,72.7,17.8,34.7,6.8,93.2,96.5,15.4,0,1,1,0.705
17265,100091,68.7,3.6,25.9,6.97,92.8,84.5,19.1,0,0,1,0.37
17266,100091,73.1,12.2,22.6,7.07,93.3,73.4,-8.5,0,0,0,0.132
17267,100091,72.8,18.6,28.0,7.22,96.8,80.5,38.4,0,0,0,0.08
17268,100091,68.5,13.0,33.4,7.59,89.2,99.1,-9.8,0,1,0,0.203
17269,100091,78.9,8.7,17.8,6.99,91.9,106.4,-1.6,0,1,0,0.463
17270,100091,71.7,8.5,36.3,7.22,99.8,100.6,21.8,1,1,1,0.784
17271,100091,72.4,4.5,30.9,6.31,86.1,89.1,5.8,0,0,0,0.449
17272,100091,72.4,7.6,24.5,6.92,96.7,91.3,16.8,0,0,1,0.475
17273,100091,73.6,5.7,36.4,7.25,97.7,90.4,-9.7,0,0,0,0.157
17274,100091,70.8,5.4,43.5,7.4,96.9,109.4,-5.6,0,1,0,0.381
17275,100091,76.5,13.0,32.2,6.41,91.7,108.9,9.2,1,1,1,0.927
17276,100091,77.3,7.1,31.7,6.98,97.1,90.8,-13.2,0,0,0,0.114
17277,100091,64.4,13.0,27.0,6.83,95.7,88.8,27.7,0,0,1,0.278
17278,100091,70.9,10.0,14.9,7.43,95.5,79.2,9.1,0,0,1,0.369
17279,100091,76.0,22.2,22.3,6.46,89.7,94.2,7.4,0,0,0,0.476
17280,100091,73.5,8.4,30.4,7.22,92.6,89.9,7.6,0,0,0,0.439
17281,100091,67.6,13.3,17.4,7.14,93.8,75.1,13.1,0,0,1,0.217
17282,100091,70.3,5.6,24.5,7.27,102.4,91.2,12.0,0,0,1,0.526
17283,100091,77.5,7.5,19.9,7.05,89.2,77.5,5.9,0,0,0,0.13
17284,100091,65.7,9.1,31.5,7.2,93.2,87.2,-0.9,0,0,0,0.237
17285,100091,72.2,10.9,36.8,7.28,94.9,93.4,8.1,0,0,1,0.502
17286,100091,71.4,9.0,37.1,6.78,93.6,100.0,36.3,1,1,0,0.247
17287,100091,70.3,4.9,44.4,6.95,94.1,99.7,9.3,0,1,1,0.667
17288,100091,70.5,14.5,19.0,7.31,87.8,83.4,1.9,0,0,0,0.338
17289,100091,74.1,12.5,39.3,7.09,94.5,105.8,25.5,1,1,1,0.572
17290,100091,74.4,15.7,33.2,6.3,89.8,100.7,46.0,0,1,0,0.097
17291,100091,73.0,9.7,34.4,6.47,93.3,101.6,16.6,0,1,1,0.771
17292,100091,74.1,17.7,45.0,7.51,93.2,92.0,17.0,0,0,1,0.69
17293,100091,71.2,8.7,14.2,6.85,98.2,89.2,-10.6,0,0,0,0.059
17294,100091,77.0,0.7,29.3,6.23,85.2,105.9,-0.5,0,1,0,0.494
17295,100091,74.5,10.3,26.3,6.82,86.1,75.6,-5.7,0,0,0,0.068
17296,100091,69.6,-3.8,21.7,7.29,91.3,74.1,0.0,0,0,0,0.0
17297,100091,73.7,10.9,28.9,6.81,96.6,108.3,-16.2,0,1,0,0.151
17298,100091,75.7,11.2,34.5,7.49,94.6,100.4,18.7,0,1,1,0.743
17299,100091,72.5,-2.8,30.6,6.63,93.5,86.9,-25.8,0,0,0,0.141
17300,100091,68.1,-2.1,14.5,7.17,98.3,70.8,-1.0,0,0,0,0.06
17301,100091,64.8,3.4,28.5,7.3,90.7,79.0,23.7,0,0,1,0.255
17302,100091,74.2,9.1,19.7,7.11,91.5,69.6,-3.0,0,0,0,0.115
17303,100091,67.6,1.7,22.3,7.24,95.4,87.3,-6.9,0,0,0,0.233
17304,100091,68.6,17.1,22.0,7.62,94.7,92.5,21.9,0,0,1,0.557
17305,100091,68.7,2.8,47.3,7.21,91.0,109.2,-4.3,0,1,0,0.475
17306,100091,68.0,14.7,26.4,6.36,91.6,70.4,30.2,0,0,1,0.034
17307,100091,70.5,-2.8,26.1,6.99,90.8,92.3,-6.4,0,0,0,0.145
17308,100091,72.1,17.7,30.6,7.18,89.0,91.4,30.3,0,0,1,0.294
17309,100092,79.8,3.0,29.8,6.6,93.7,101.3,-12.5,0,1,0,0.105
17310,100092,83.1,1.8,31.2,6.95,94.0,100.3,-10.7,0,1,0,0.269
17311,100092,79.6,5.9,25.7,6.77,94.7,85.6,-0.5,0,0,0,0.307
17312,100092,84.0,3.1,33.2,7.15,92.2,101.3,11.5,0,1,1,0.794
17313,100092,84.0,10.4,36.1,6.62,97.6,94.6,23.3,0,0,1,0.511
17314,100092,82.6,23.3,34.8,7.01,89.0,94.9,37.1,0,0,0,0.233
17315,100092,79.6,3.8,26.8,6.7,99.1,85.7,-36.8,0,0,0,0.057
17316,100092,84.0,1.8,25.4,6.91,89.0,107.3,-4.2,0,1,0,0.336
17317,100092,84.0,-0.1,29.1,6.79,97.1,99.8,-3.6,0,1,0,0.266
17318,100092,79.8,-5.0,24.0,6.69,100.3,87.1,-10.5,0,0,0,0.131
17319,100092,77.8,1.1,17.8,6.45,99.6,80.2,-21.2,0,0,0,0.057
17320,100092,77.0,5.5,29.3,7.01,86.3,101.5,18.9,0,1,1,0.793
17321,100092,77.5,4.2,41.8,6.34,93.7,108.3,27.8,1,1,1,0.561
17322,100092,81.7,15.2,32.6,6.93,93.6,89.2,10.7,0,0,1,0.567
17323,100092,84.0,7.6,15.2,6.93,99.2,98.8,36.3,1,1,0,0.228
17324,100092,75.8,12.0,28.6,7.48,88.7,87.2,-18.2,0,0,0,0.063
17325,100092,84.0,2.3,36.5,7.01,93.4,110.4,-12.1,0,1,0,0.147
17326,100092,84.0,-4.6,26.2,6.06,90.2,84.4,-8.0,0,0,0,0.11
17327,100092,84.0,9.6,29.5,6.38,94.2,100.4,18.0,0,1,1,0.722
17328,100092,79.5,10.1,60.0,6.7,91.6,115.4,11.1,1,1,1,0.992
17329,100092,84.0,-1.4,45.6,6.57,94.1,121.0,-15.6,0,1,0,0.085
17330,100092,81.8,-6.9,27.9,6.83,92.2,91.2,2.7,0,0,0,0.342
17331,100092,79.7,-5.4,34.8,6.27,88.4,90.2,2.2,0,0,0,0.397
17332,100092,78.0,10.7,25.8,6.08,96.9,84.2,3.7,0,0,0,0.385
17333,100092,80.5,5.5,25.2,6.38,86.5,85.9,0.6,0,0,0,0.294
17334,100092,77.0,4.0,37.2,7.46,94.0,110.1,-10.6,0,1,0,0.198
17335,100092,79.9,9.1,37.0,7.09,92.4,92.1,16.1,0,0,1,0.589
17336,100092,78.5,3.3,34.4,6.51,95.8,101.3,-12.2,0,1,0,0.152
17338,100092,82.8,1.1,45.7,6.36,87.1,96.3,22.3,0,1,1,0.635
17339,100092,82.4,21.9,17.8,7.01,91.3,96.6,23.1,0,1,1,0.6
17340,100092,79.6,12.2,29.1,6.34,92.7,104.1,2.8,0,1,0,0.565
17341,100092,82.9,6.9,17.3,6.57,90.9,87.4,-18.1,0,0,0,0.123
17342,100092,82.7,0.5,29.3,6.44,96.0,97.8,2.0,0,1,0,0.528
17343,100092,76.0,7.5,25.4,6.63,93.4,88.6,7.7,0,0,0,0.498
17344,100092,82.3,11.3,41.2,6.81,90.9,94.3,25.7,0,0,1,0.557
17345,100092,82.1,7.3,28.2,6.7,89.9,100.7,-23.3,0,1,0,0.059
17346,100092,79.9,4.8,41.5,7.06,86.3,101.3,-5.0,0,1,0,0.332
17347,100092,74.2,2.7,26.5,6.36,95.7,93.4,9.8,0,0,1,0.607
17348,100092,84.0,11.6,23.6,5.84,91.3,77.9,9.5,0,0,1,0.162
17349,100092,79.3,4.9,32.3,6.77,100.1,102.5,14.2,0,1,1,0.863
17350,100092,79.0,3.6,8.3,7.28,97.8,97.0,7.1,0,1,0,0.621
17351,100092,82.0,3.8,25.0,6.35,92.5,90.8,6.6,0,0,0,0.488
17352,100092,79.5,1.3,30.3,6.91,93.0,89.5,9.3,0,0,1,0.505
17353,100092,78.0,6.0,49.9,6.55,90.4,111.7,-9.9,0,1,0,0.144
17354,100092,84.0,-5.8,34.4,6.43,92.9,91.9,-1.3,0,0,0,0.24
17355,100092,75.3,1.3,11.1,6.43,91.9,62.4,6.3,0,0,0,0.0
17356,100092,77.6,0.3,21.9,6.88,93.2,92.5,27.6,0,0,1,0.366
17357,100092,78.4,9.2,17.6,7.18,96.3,85.1,-18.0,0,0,0,0.086
17358,100092,82.3,7.1,32.6,7.13,100.3,107.4,2.0,0,1,0,0.526
17359,100092,84.0,19.4,37.1,7.01,91.1,104.1,26.4,1,1,1,0.629
17360,100092,76.6,3.3,14.1,6.76,87.9,90.6,14.8,0,0,1,0.56
17361,100092,81.0,9.3,39.3,6.48,92.4,103.8,6.5,0,1,0,0.71
17362,100092,74.4,-7.1,19.7,7.04,93.7,94.8,-11.5,0,0,0,0.183
17363,100092,77.6,4.6,19.9,7.18,95.3,117.3,1.7,1,1,0,0.705
17364,100092,80.3,1.0,16.8,6.56,97.3,87.9,19.5,0,0,1,0.417
17365,100092,81.9,-2.7,22.8,6.55,88.4,92.1,-3.3,0,0,0,0.204
17366,100092,72.3,6.1,28.5,6.86,94.5,81.4,-3.2,0,0,0,0.18
17367,100092,75.9,15.2,39.6,6.36,100.1,98.7,7.3,0,1,0,0.643
17368,100092,83.0,6.9,16.0,6.79,94.7,92.5,-2.7,0,0,0,0.223
17369,100092,83.7,-3.9,16.5,6.01,89.5,88.6,7.0,0,0,0,0.417
17370,100092,78.5,-7.3,36.8,7.07,88.0,99.3,6.9,0,1,0,0.628
17371,100092,78.9,5.9,25.1,6.75,92.8,94.8,-16.2,0,0,0,0.08
17372,100092,78.3,1.2,21.8,6.76,98.9,95.0,-5.5,0,0,0,0.23
17374,100092,83.6,8.6,23.0,6.54,90.8,82.0,12.0,0,0,1,0.354
17375,100092,84.0,12.6,19.3,7.05,89.3,99.5,8.7,0,1,1,0.659
17376,100092,84.0,-4.8,25.3,7.12,100.6,96.7,6.2,0,1,0,0.499
17377,100092,80.6,10.7,30.4,6.97,86.2,102.8,28.9,1,1,1,0.471
17378,100092,80.1,0.6,17.6,6.98,92.1,87.2,-8.7,0,0,0,0.14
17379,100092,81.5,4.1,37.7,7.83,89.5,89.7,-16.5,0,0,0,0.097
17380,100092,80.7,11.0,26.6,7.27,92.9,93.2,9.8,0,0,1,0.551
17381,100092,83.4,-0.2,26.3,6.49,93.1,81.7,-14.4,0,0,0,0.013
17382,100092,82.7,4.1,22.5,6.77,96.5,87.8,13.4,0,0,1,0.41
17383,100092,84.0,-1.1,24.1,6.12,88.3,93.4,-14.5,0,0,0,0.052
17384,100092,78.0,6.7,20.8,6.96,93.4,80.5,32.3,0,0,0,0.203
17385,100092,82.5,7.5,38.7,6.52,87.5,100.5,-7.5,0,1,0,0.296
17386,100092,79.3,-4.0,29.5,7.33,87.4,86.9,-5.5,0,0,0,0.217
17387,100092,84.0,-0.2,23.3,6.95,92.3,101.3,2.4,0,1,0,0.505
17388,100092,73.4,13.2,19.9,6.54,95.0,70.2,4.8,0,0,0,0.063
17389,100092,83.5,8.4,23.5,6.74,96.0,99.2,6.0,0,1,0,0.657
17390,100092,77.1,5.9,32.5,7.09,95.3,95.7,8.5,0,1,1,0.575
17391,100092,80.8,10.7,24.5,6.99,93.3,88.7,35.8,0,0,0,0.215
17392,100092,81.6,-0.1,25.7,6.47,94.6,94.9,4.5,0,0,0,0.473
17393,100092,78.1,2.6,29.0,7.2,92.0,98.1,3.5,0,1,0,0.457
17394,100092,79.2,-0.7,22.5,5.93,90.2,71.5,15.6,0,0,1,0.155
17395,100092,82.0,-4.4,26.9,6.22,90.4,101.5,4.5,0,1,0,0.582
17396,100092,80.1,0.3,47.4,6.69,92.7,120.0,16.5,1,1,1,0.926
17397,100092,82.2,4.4,29.6,6.57,90.7,86.5,-6.5,0,0,0,0.218
17398,100092,84.0,8.2,29.9,6.81,99.3,116.7,-10.5,0,1,0,0.194
17399,100092,80.2,12.0,20.8,6.31,91.2,99.8,34.5,1,1,0,0.348
17400,100092,84.0,5.3,36.1,6.45,86.7,95.6,11.9,0,1,1,0.708
17401,100092,77.2,8.4,21.7,6.33,95.9,92.3,1.4,0,0,0,0.314
17402,100092,84.0,10.2,30.9,6.31,96.0,96.3,-3.9,0,1,0,0.238
17403,100092,76.1,10.5,8.1,6.68,93.8,84.1,5.1,0,0,0,0.315
17404,100092,78.2,1.1,20.3,6.34,93.5,105.1,25.7,1,1,1,0.681
17405,100092,84.0,0.7,22.5,6.54,92.6,100.8,-15.3,0,1,0,0.071
17406,100092,83.6,4.9,24.9,6.55,92.4,94.5,29.0,0,0,1,0.404
17407,100092,82.6,17.2,23.9,6.7,92.8,99.3,9.5,0,1,1,0.616
17408,100092,80.9,10.3,39.3,6.11,93.6,91.1,10.2,0,0,1,0.574
17409,100092,78.0,2.3,27.2,6.85,92.6,107.7,2.6,0,1,0,0.664
17410,100092,75.7,4.9,39.4,6.48,86.9,95.7,6.8,0,1,0,0.557
17411,100092,83.1,6.5,18.9,6.81,89.7,90.9,-13.2,0,0,0,0.17
17412,100092,83.7,-2.5,16.3,6.65,94.1,94.8,29.9,0,0,1,0.358
17413,100092,82.9,0.2,42.0,6.82,89.6,100.8,9.7,0,1,1,0.796
17414,100092,80.2,7.5,19.2,6.78,90.3,83.9,18.3,0,0,1,0.375
17415,100092,84.0,9.1,30.5,7.32,95.9,104.0,10.5,0,1,1,0.757
17416,100092,83.0,3.9,25.4,6.19,87.5,92.8,7.4,0,0,0,0.475
17417,100092,81.6,2.1,17.0,7.31,89.7,81.0,8.2,0,0,1,0.253
17418,100092,82.3,7.0,14.8,7.14,95.5,99.9,11.7,0,1,1,0.728
17419,100092,84.0,-1.2,20.0,6.59,90.6,73.4,-12.6,0,0,0,0.066
17420,100092,78.0,-0.7,23.7,6.98,93.0,82.2,-9.1,0,0,0,0.141
17421,100092,78.2,22.3,31.7,7.48,84.0,101.5,35.1,1,1,0,0.232
17422,100092,81.6,0.1,28.5,6.22,96.7,96.1,18.6,0,1,1,0.606
17423,100092,80.8,10.0,24.6,6.79,96.7,106.3,-0.2,0,1,0,0.508
17424,100092,83.9,2.5,37.6,6.31,93.3,114.0,-0.4,0,1,0,0.442
17425,100092,81.4,8.5,40.4,6.84,89.4,111.1,5.1,0,1,0,0.678
17426,100092,83.9,10.4,29.3,7.05,98.8,113.9,22.0,1,1,1,0.87
17427,100092,84.0,-4.6,23.3,6.36,101.3,96.5,-6.2,0,1,0,0.188
17428,100092,80.5,4.3,27.7,6.52,99.2,96.8,0.1,0,1,0,0.503
17429,100092,84.0,-2.4,30.3,6.7,96.4,101.5,-12.5,0,1,0,0.109
17430,100092,80.8,-0.8,14.0,7.04,93.9,98.2,11.6,0,1,1,0.687
17431,100092,83.5,13.0,27.2,7.09,92.1,93.4,12.3,0,0,1,0.634
17432,100092,80.8,0.0,28.1,6.89,98.0,105.7,-4.0,0,1,0,0.306
17433,100092,76.9,0.5,18.3,6.82,92.9,89.5,-0.5,0,0,0,0.363
17434,100092,79.8,8.6,22.5,6.73,83.0,99.5,29.6,1,1,1,0.383
17435,100092,84.0,22.2,20.7,7.05,93.4,103.2,26.0,1,1,1,0.616
17436,100092,75.5,2.2,39.3,6.91,92.8,97.6,22.0,0,1,1,0.586
17437,100092,84.0,0.1,16.2,6.99,91.1,106.5,-12.0,0,1,0,0.119
17438,100092,74.3,3.7,31.4,6.8,96.3,102.5,5.8,0,1,0,0.662
17439,100092,81.9,9.1,43.3,6.28,91.1,90.0,7.9,0,0,0,0.477
17440,100092,84.0,11.0,26.9,6.32,94.2,81.3,45.9,0,0,0,0.096
17441,100092,75.2,-2.9,41.0,6.89,84.9,89.0,-2.5,0,0,0,0.25
17442,100092,78.1,15.4,28.8,6.56,89.8,94.3,4.4,0,0,0,0.446
17443,100092,84.0,8.2,32.4,6.89,92.3,111.1,13.1,1,1,1,0.933
17444,100092,78.9,0.0,14.7,6.57,86.3,83.9,7.4,0,0,0,0.384
17445,100092,80.2,3.4,40.0,6.45,90.1,99.3,23.9,1,1,1,0.561
17446,100092,79.9,7.6,25.0,6.97,96.0,97.6,2.8,0,1,0,0.522
17447,100092,76.2,4.8,27.1,6.26,91.9,105.2,22.4,1,1,1,0.814
17448,100092,82.0,3.9,24.5,6.92,98.4,100.2,6.4,0,1,0,0.687
17449,100092,84.0,17.2,20.6,6.59,94.5,93.6,24.3,0,0,1,0.402
17450,100092,81.8,8.0,35.5,6.45,89.0,91.1,17.2,0,0,1,0.539
17451,100092,84.0,2.1,24.3,6.58,98.1,87.6,1.6,0,0,0,0.303
17452,100092,80.0,2.7,20.3,6.76,95.7,80.0,-15.6,0,0,0,0.081
17453,100092,82.1,15.1,20.8,7.33,94.4,98.5,18.4,0,1,1,0.708
17454,100092,84.0,6.9,18.8,6.89,96.9,98.0,1.0,0,1,0,0.456
17455,100092,81.7,-1.6,42.0,7.1,90.1,109.4,-16.1,0,1,0,0.029
17456,100092,77.1,3.4,29.0,6.97,94.3,102.4,6.2,0,1,0,0.707
17457,100092,78.2,4.6,20.2,6.79,90.7,91.7,-7.2,0,0,0,0.127
17458,100092,81.3,-1.4,20.0,6.57,96.0,85.6,1.3,0,0,0,0.319
17459,100092,84.0,14.6,37.6,6.57,89.2,97.8,15.8,0,1,1,0.801
17460,100092,80.4,-2.7,30.4,6.65,93.9,98.9,-4.6,0,1,0,0.273
17461,100092,84.0,14.7,13.6,7.08,97.3,89.3,2.8,0,0,0,0.393
17462,100092,84.0,-2.3,3.0,7.53,92.4,70.3,-20.0,0,0,0,0.139
17463,100092,84.0,6.6,29.2,6.6,98.0,95.0,9.5,0,0,1,0.529
17464,100092,79.3,12.2,40.8,6.79,91.3,114.1,28.9,1,1,1,0.527
17465,100092,79.9,3.9,20.4,6.74,89.3,93.1,14.5,0,0,1,0.636
17466,100092,84.0,-0.1,33.6,6.57,94.4,103.5,-16.3,0,1,0,0.049
17467,100092,82.1,5.7,44.7,6.02,93.0,99.8,0.9,0,1,0,0.47
17468,100092,81.2,7.2,15.4,7.21,97.6,79.2,4.1,0,0,0,0.256
17469,100092,80.3,12.9,18.6,6.9,90.5,91.5,-3.1,0,0,0,0.261
17470,100092,77.8,-2.4,24.5,6.92,96.8,96.7,-9.7,0,1,0,0.188
17471,100092,77.4,-0.7,31.4,6.54,93.7,84.0,-12.9,0,0,0,0.043
17472,100092,79.3,17.1,31.1,6.95,96.9,105.5,37.8,1,1,0,0.253
17473,100092,79.3,6.1,26.7,6.31,90.7,90.3,8.9,0,0,1,0.459
17474,100092,83.3,7.3,52.3,6.82,92.2,114.4,26.7,1,1,1,0.724
17475,100092,79.7,9.2,35.6,6.36,93.7,100.6,13.0,0,1,1,0.805
17476,100092,81.1,5.5,24.6,6.37,97.6,95.5,24.4,0,1,1,0.452
17478,100092,79.7,8.8,24.3,6.6,88.4,97.8,25.6,0,1,1,0.557
17479,100092,82.1,5.1,39.7,7.28,90.5,103.7,4.1,0,1,0,0.59
17480,100092,70.6,-4.2,13.4,6.12,93.1,86.9,-5.5,0,0,0,0.197
17481,100092,84.0,10.9,25.6,6.9,90.9,94.1,24.4,0,0,1,0.456
17482,100092,80.4,16.1,9.9,7.09,99.4,95.3,15.5,0,1,1,0.781
17483,100092,77.3,12.1,30.7,6.48,91.0,97.5,18.7,0,1,1,0.721
17484,100092,76.7,-8.5,32.7,6.61,89.4,94.1,-20.0,0,0,0,0.157
17485,100092,81.3,12.3,14.3,6.96,91.6,87.2,37.4,0,0,0,0.199
17486,100092,70.0,8.8,12.6,6.39,95.6,79.8,-1.4,0,0,0,0.172
17487,100092,84.0,5.1,28.0,6.72,92.4,99.2,-8.6,0,1,0,0.22
17488,100092,77.9,-3.1,31.2,6.67,99.0,108.0,-14.4,0,1,0,0.123
17489,100092,84.0,0.2,14.0,6.84,88.6,94.5,-15.8,0,0,0,0.119
17490,100092,83.2,7.6,25.2,6.77,92.6,79.2,-15.9,0,0,0,0.046
17491,100092,80.6,2.2,34.1,6.68,102.6,116.2,3.4,1,1,0,0.644
17492,100092,83.9,17.1,32.4,6.7,95.5,106.7,1.5,0,1,0,0.589
17493,100092,78.6,-4.8,23.9,6.56,90.9,113.8,-13.7,0,1,0,0.255
17494,100092,79.9,4.2,21.2,6.99,87.7,90.8,-23.2,0,0,0,0.038
17495,100092,84.0,-4.9,4.3,6.78,90.2,95.9,15.6,0,1,1,0.633
17496,100092,83.4,-5.1,20.5,6.76,93.5,101.4,1.6,0,1,0,0.473
17497,100092,84.0,-2.0,30.9,7.25,97.4,103.4,-29.1,0,1,0,0.0
17498,100092,80.9,-5.9,27.4,7.0,89.6,107.2,-8.2,0,1,0,0.334
17499,100092,77.6,8.1,34.9,6.53,89.5,95.8,5.6,0,1,0,0.503
17500,100092,80.4,0.0,45.7,7.48,93.0,107.0,-2.0,0,1,0,0.392
17501,100092,76.5,-1.8,27.8,6.58,99.6,85.8,2.9,0,0,0,0.353
17502,100092,75.3,4.6,8.3,7.62,97.5,81.5,-15.1,0,0,0,0.045
17503,100092,81.2,3.5,23.0,5.51,87.2,85.6,-9.2,0,0,0,0.11
17504,100092,78.1,3.3,38.8,6.54,93.0,100.9,-3.4,0,1,0,0.342
17505,100092,82.7,2.3,39.4,6.67,95.0,110.0,9.1,1,1,1,0.853
17506,100092,78.7,7.0,12.1,6.65,93.3,90.3,2.4,0,0,0,0.44
17507,100092,74.2,8.5,19.6,6.61,89.5,88.5,11.2,0,0,1,0.646
17508,100092,83.6,-1.4,25.8,6.89,96.8,104.9,-17.7,0,1,0,0.174
17509,100092,83.4,14.6,36.5,6.53,95.8,121.0,5.1,1,1,0,0.76
17510,100092,82.9,4.7,19.3,6.74,98.4,91.3,13.9,0,0,1,0.574
17511,100092,79.5,11.7,33.4,6.82,94.1,119.6,18.7,1,1,1,0.973
17512,100092,84.0,5.4,3.0,7.84,91.9,73.9,9.3,0,0,1,0.172
17513,100092,80.5,9.7,26.3,7.27,95.0,76.4,19.9,0,0,1,0.143
17514,100092,81.4,-4.3,16.5,6.93,90.7,101.0,3.3,0,1,0,0.518
17515,100092,82.9,-2.1,25.1,7.23,96.5,98.4,-8.9,0,1,0,0.212
17516,100092,76.3,1.1,13.2,5.95,99.4,73.9,8.4,0,0,1,0.164
17517,100092,81.0,-2.9,28.0,6.2,89.8,96.7,-1.3,0,1,0,0.383
17518,100092,80.7,6.4,33.1,6.64,90.7,95.4,3.0,0,1,0,0.418
17519,100092,83.0,4.6,29.8,6.34,99.1,104.3,-0.4,0,1,0,0.513
17520,100092,82.4,-1.3,38.4,6.91,96.4,102.3,12.5,0,1,1,0.769
17521,100092,84.0,8.0,29.0,7.03,93.5,110.9,17.7,1,1,1,1.005
17522,100092,84.0,9.5,29.3,6.64,88.3,100.3,3.4,0,1,0,0.552
17523,100092,79.8,-7.8,22.2,6.44,92.6,95.3,-16.6,0,1,0,0.029
17524,100092,73.7,10.9,31.7,7.2,92.5,91.8,4.1,0,0,0,0.419
17525,100092,73.0,8.6,22.8,6.06,91.6,93.8,18.3,0,0,1,0.725
17526,100092,84.0,-4.7,24.7,6.61,94.1,96.8,-17.5,0,1,0,0.052
17527,100092,77.1,0.6,38.0,6.36,87.0,106.5,-0.8,0,1,0,0.422
17528,100092,79.8,0.8,44.0,6.69,93.9,93.0,9.2,0,0,1,0.583
17529,100092,84.0,-1.0,24.6,6.59,94.5,98.8,4.5,0,1,0,0.594
17530,100092,81.8,13.9,31.6,6.64,91.9,94.3,20.0,0,0,1,0.527
17531,100092,84.0,1.7,20.6,6.81,97.8,88.0,-17.8,0,0,0,0.073
17532,100092,84.0,-9.1,21.6,7.39,90.7,84.1,-3.9,0,0,0,0.096
17533,100092,78.9,2.9,4.4,7.09,95.2,76.1,-6.8,0,0,0,0.072
17534,100092,78.6,1.1,33.2,6.61,98.2,102.2,-4.7,0,1,0,0.259
17535,100092,84.0,0.5,23.5,6.53,95.7,101.3,-19.9,0,1,0,0.075
17536,100092,79.8,6.7,43.7,6.86,88.8,110.2,19.5,1,1,1,0.906
17537,100092,83.7,-3.7,20.8,6.18,99.8,92.9,3.5,0,0,0,0.414
17538,100092,84.0,15.4,27.7,5.97,93.1,107.8,6.8,0,1,0,0.803
17539,100092,76.3,4.0,34.8,6.76,96.7,97.4,9.2,0,1,1,0.586
17540,100092,77.1,5.0,51.6,6.68,94.2,112.5,15.3,1,1,1,1.015
17541,100092,75.4,2.1,19.6,7.21,97.7,90.4,18.5,0,0,1,0.609
17542,100092,75.7,14.1,23.3,6.66,96.7,85.2,21.3,0,0,1,0.47
17543,100092,78.1,0.6,29.3,6.99,92.4,83.4,-5.4,0,0,0,0.19
17544,100093,74.9,7.9,22.5,7.49,89.8,80.5,2.9,0,0,0,0.251
17545,100093,70.5,-2.1,26.3,7.61,101.1,82.0,8.3,0,0,1,0.321
17546,100093,72.4,3.0,24.8,7.85,92.3,92.3,-10.8,0,0,0,0.172
17547,100093,68.2,5.0,3.0,8.12,93.4,74.9,8.5,0,0,1,0.274
17548,100093,77.5,1.4,24.5,7.34,95.0,97.3,-1.2,0,1,0,0.382
17549,100093,73.4,9.0,32.4,7.18,96.6,85.7,18.1,0,0,1,0.499
17550,100093,75.5,15.1,21.0,7.29,92.9,95.1,-10.0,0,1,0,0.152
17551,100093,73.6,8.7,13.6,7.96,96.9,71.4,-1.3,0,0,0,0.11
17552,100093,79.8,3.8,11.2,7.09,102.6,86.6,0.2,0,0,0,0.343
17553,100093,69.4,1.8,27.9,8.33,92.7,90.8,-18.4,0,0,0,0.094
17554,100093,69.7,-6.9,22.6,7.48,95.6,80.2,-30.0,0,0,0,0.049
17555,100093,68.5,-0.6,14.0,7.56,90.4,80.2,14.3,0,0,1,0.295
17556,100093,76.6,2.2,21.0,7.98,92.3,98.9,0.0,0,1,0,0.398
17557,100093,65.8,8.9,15.6,7.32,90.9,71.7,26.7,0,0,1,0.087
17558,100093,66.5,0.0,15.3,7.58,90.0,75.5,-0.2,0,0,0,0.122
17559,100093,70.9,7.8,19.7,7.87,90.1,64.7,23.2,0,0,1,0.145
17560,100093,77.0,11.9,21.2,7.1,98.5,93.0,-2.7,0,0,0,0.31
17561,100093,76.4,0.8,12.3,6.87,99.7,97.8,9.6,0,1,1,0.64
17562,100093,69.1,6.1,16.0,7.51,98.2,74.2,-12.5,0,0,0,0.022
17563,100093,66.1,11.8,35.7,7.03,93.3,85.8,17.3,0,0,1,0.473
17564,100093,79.9,4.4,10.6,7.59,96.6,96.5,34.0,0,1,0,0.285
17566,100093,76.6,1.8,25.0,7.79,84.1,89.6,5.9,0,0,0,0.48
17567,100093,76.7,0.6,13.8,7.76,92.5,78.3,-2.8,0,0,0,0.122
17568,100093,69.3,-3.2,14.3,6.88,94.3,77.6,1.7,0,0,0,0.246
17569,100093,71.7,0.5,12.6,7.3,92.7,86.4,-0.3,0,0,0,0.259
